"Scala_Spark
单选题 （共计 10 题，总计 20分）
1、下面选项中a的取值不一致的是？（ ）。
","[{'optionContent': 'A.val a = 3 \n', 'isCorrect': '-1'}, {'optionContent': 'B.val a:Double = 1 + 2 \n', 'isCorrect': '-1'}, {'optionContent': 'C.var a = 1; a += 2 \n', 'isCorrect': '-1'}, {'optionContent': 'D.val b = 1.+(2); val a = b.toInt \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】C
"
(单选题)下面关于PreparedStatement的说法错误的是（ ）,"[{'optionContent': 'A.PreparedStatement继承了Statement', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'PreparedStatement继承了Statement'}, {'optionContent': 'B.PreparedStatement可以有效的防止SQL注入', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'PreparedStatement可以有效的防止SQL注入'}, {'optionContent': 'C.PreparedStatement不能用于批量更新的操作', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'PreparedStatement不能用于批量更新的操作'}, {'optionContent': 'D.PreparedStatement可以存储预编译的Statement，从而提升执行效率', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'PreparedStatement可以存储预编译的Statement，从而提升执行效率'}]",PreparedStatement和Statement都可以进行批处理操作,C
(单选题)关于ResultSetMetaData API描述错误的是（ ）,"[{'optionContent': 'A.getColumnCount()\n返回所查询表中的列数', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'getColumnCount()\n返回所查询表中的列数'}, {'optionContent': 'B.getColumnTypeName(int index)\n获取指定列的数据库特定的类型名称', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'getColumnTypeName(int index)\n获取指定列的数据库特定的类型名称'}, {'optionContent': 'C.getColumnType(int index)\n获取指定列的SQL类型', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'getColumnType(int index)\n获取指定列的SQL类型'}, {'optionContent': 'D.isNullable(int column)\n指示指定列中的值是否可以为 null', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'isNullable(int column)\n指示指定列中的值是否可以为 null'}]",A选项 返回此 ResultSet 对象中的列数,A
(单选题)下面关于ResultSet说法错误的是（ ）,"[{'optionContent': 'A.查询结束后，所有的结果数据将一次被存储在ResultSet对象中', 'isCorrect': '-1', 'option': 'A', 'optionValue': '查询结束后，所有的结果数据将一次被存储在ResultSet对象中'}, {'optionContent': 'B.Statement对象close后，由其创建的ResultSet对象将自动的close', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'Statement对象close后，由其创建的ResultSet对象将自动的close'}, {'optionContent': 'C.查询结束后，ResultSet中的游标指向第一条记录之上，因此要先调用一次next方法才有可能取得记录', 'isCorrect': '-1', 'option': 'C', 'optionValue': '查询结束后，ResultSet中的游标指向第一条记录之上，因此要先调用一次next方法才有可能取得记录'}, {'optionContent': 'D.ResultSet的的方法getString(...)意为取得该列的数据以字符串的形式返回', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'ResultSet的的方法getString(...)意为取得该列的数据以字符串的形式返回'}]",JDBC的查询结果并不是一次性全拿到resultset中的，Oracle默认每次拿指定数量的结果，将指定数量的结果遍历完后，再拿下一个指定数量的结果。 否则，当查询海量数据的时候，内存会直接爆掉。,A
"(多选题)在JDBC编程中执行完下列SQL语句: SELECT name, job, sal FROM emp，能得到结果集中的第一列数据的代码是（ ）","[{'optionContent': 'A.rs.getString(0);', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'rs.getString(0);'}, {'optionContent': 'B.rs.getString(""name"");', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'rs.getString(""name"");'}, {'optionContent': 'C.rs.getString(1);', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'rs.getString(1);'}, {'optionContent': 'D.rs.getString(""ename”);', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'rs.getString(""ename”);'}]",获取结果集中的列值可以直接通过通过select子句中字段名获取， 也可以通过序号获取，序号从1开始。 答案BC正确。,"B,C"
(多选题)下列操作数据库时遇到的异常情况说法正确的是（ ）,"[{'optionContent': 'A.java.sql.SQLException:结果集已耗尽（结果集用尽或未调用next）', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'java.sql.SQLException:结果集已耗尽（结果集用尽或未调用next）'}, {'optionContent': 'B.java.sql.SQLException: No suitable driver（URL拼写错误）', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'java.sql.SQLException: No suitable driver（URL拼写错误）'}, {'optionContent': ""C.java.sql.SQLException: Unknown column 'sid' in 'field list' （SQL语句表名错误）"", 'isCorrect': '-1', 'option': 'C', 'optionValue': ""java.sql.SQLException: Unknown column 'sid' in 'field list' （SQL语句表名错误）""}, {'optionContent': ""D.java.sql.SQLException: Data too long for column 'id' at row 1（列名定义过长）"", 'isCorrect': '-1', 'option': 'D', 'optionValue': ""java.sql.SQLException: Data too long for column 'id' at row 1（列名定义过长）""}]",C选项是列名错误 D选项是列值过长 AB选项正确,"A,B"
(多选题)JDBC编程的异常类型分为（ ）,"[{'optionContent': 'A.SQLException', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'SQLException'}, {'optionContent': 'B.SQLWarning', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'SQLWarning'}, {'optionContent': 'C.SQLTruncation', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'SQLTruncation'}, {'optionContent': 'D.SQLError', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'SQLError'}]",JDBC编程的异常类型分为SQL警告和SQL异常。 选项AB正确。,"A,B"
(单选题)下面关于数据库事务的描述错误的是（ ）,"[{'optionContent': 'A.原子性是事务具备的一个重要特性', 'isCorrect': '-1', 'option': 'A', 'optionValue': '原子性是事务具备的一个重要特性'}, {'optionContent': 'B.Connection对象setAutoCommit(boolean b) 方法默认设置为true', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'Connection对象setAutoCommit(boolean b) 方法默认设置为true'}, {'optionContent': 'C.事务回滚会回滚这次事务中的所有修改操作，并释放当前连接所持有的数据库锁', 'isCorrect': '-1', 'option': 'C', 'optionValue': '事务回滚会回滚这次事务中的所有修改操作，并释放当前连接所持有的数据库锁'}, {'optionContent': 'D.事务的三大特性分别是：原子性、隔离性、一致性', 'isCorrect': '-1', 'option': 'D', 'optionValue': '事务的三大特性分别是：原子性、隔离性、一致性'}]","事务有四大特性
分别是：原子性、隔离性、一致性、持久性",D
"(单选题)下面代码空白处应该填入的是（ ）
public void tstAuto() throws Exception {
  Class.forName(""com.mysql.jdbc.Driver"");
  Connection con = 
    DriverManager.getConnection(""jdbc:mysql://localhost:3306/test"", ""root"", ""root"");
  con.setAutoCommit(false);
  PreparedStatement stmt = con.prepareStatement(""insert into emp(name, hire_date, dept_id) values(?,?,?)"");
  ... ... ...
  stmt.executeUpdate();
  // 获取刚刚产生的主键 < 填入代码 >
  ... ... ...
  stmt.close();
  con.close();
}","[{'optionContent': 'A.ResultSet key = stmt.getKeys();', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'ResultSet key = stmt.getKeys();'}, {'optionContent': 'B.int key = stmt.getGeneratedKeys();', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'int key = stmt.getGeneratedKeys();'}, {'optionContent': 'C.ResultSet key = stmt.getGeneratedKeys();', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'ResultSet key = stmt.getGeneratedKeys();'}, {'optionContent': 'D.int key = stmt.getKeys();', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'int key = stmt.getKeys();'}]","通过getGeneratedKeys()方法获取刚刚插入数据库的记录的自增主键值，
返回的结果是ResultSet类型的结果集。",C
(单选题)下面的代码用于实现对emp表的分页查询（Oracle），在每页10行的前提下查询第8页的语句是（ ）,"[{'optionContent': 'A.String sql = ""select ename,sal from emp where limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,10*7+1+10);\nstmt.setInt(2,10*7+1);\nstmt.executeQuery();', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'String sql = ""select ename,sal from emp where limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,10*7+1+10);\nstmt.setInt(2,10*7+1);\nstmt.executeQuery();'}, {'optionContent': 'B.String sql = ""select ename,sal from emp limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,10*7+1+10);\nstmt.setInt(2,10*7+1);\nstmt.executeQuery();', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'String sql = ""select ename,sal from emp limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,10*7+1+10);\nstmt.setInt(2,10*7+1);\nstmt.executeQuery();'}, {'optionContent': 'C.String sql = ""select ename, sal from emp (select ename, sal, rownum n from emp where rownum>=?) where n<?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,10*7+1);\nstmt.setInt(2,10*7+1+10);\nstmt.executeQuery();', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'String sql = ""select ename, sal from emp (select ename, sal, rownum n from emp where rownum>=?) where n<?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,10*7+1);\nstmt.setInt(2,10*7+1+10);\nstmt.executeQuery();'}, {'optionContent': 'D.String sql = ""select ename, sal from (select ename, sal, rownum n from emp where rownum<?) where n>=?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,10*7+1+10);\nstmt.setInt(2,10*7+1);\nstmt.executeQuery();', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'String sql = ""select ename, sal from (select ename, sal, rownum n from emp where rownum<?) where n>=?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,10*7+1+10);\nstmt.setInt(2,10*7+1);\nstmt.executeQuery();'}]","oracle中没有limit，mysql中分页才使用limit。
oracle中通过rownum分页需要先在子查询中查询小于满足条件的最后一条数据的所有记录，当子查询结果集确定后，再过滤出大于满足条件的起始第一条数据的所有记录。",D
(单选题)下面的代码用于实现对emp表的分页查询（mysql），在每页10行的前提下查询第8页的语句是（ ）,"[{'optionContent': 'A.String sql = ""select ename,sal from emp where limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,7*10);\nstmt.setInt(2,10);\nstmt.executeQuery();', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'String sql = ""select ename,sal from emp where limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,7*10);\nstmt.setInt(2,10);\nstmt.executeQuery();'}, {'optionContent': 'B.String sql = ""select ename,sal from emp limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,7*10);\nstmt.setInt(2,10);\nstmt.executeQuery();', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'String sql = ""select ename,sal from emp limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,7*10);\nstmt.setInt(2,10);\nstmt.executeQuery();'}, {'optionContent': 'C.String sql = ""select ename,sal from emp where limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,8*10);\nstmt.setInt(2,10);\nstmt.executeQuery();', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'String sql = ""select ename,sal from emp where limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,8*10);\nstmt.setInt(2,10);\nstmt.executeQuery();'}, {'optionContent': 'D.String sql = ""select ename,sal from emp limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,8*10);\nstmt.setInt(2,10);\nstmt.executeQuery();', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'String sql = ""select ename,sal from emp limit ?,?"";\nPreparedStatement stmt = con.prepareStatement(sql);\nstmt.setInt(1,8*10);\nstmt.setInt(2,10);\nstmt.executeQuery();'}]","mysql分页需要使用limit
第一个参数是从第几条数据开始查寻
第二个参数是查询多少条数据
数据从0开始计数 即第一条数据为第0个
且语法中查询分页时不需要where关键字
所以B正确",B
(单选题)如果一个HTML文档内含有阿拉伯文，则应该？,"[{'optionContent': 'A.使用utf-8编码', 'isCorrect': '-1', 'option': 'A', 'optionValue': '使用utf-8编码'}, {'optionContent': 'B.将阿拉伯文转为图片并嵌入到文档内', 'isCorrect': '-1', 'option': 'B', 'optionValue': '将阿拉伯文转为图片并嵌入到文档内'}, {'optionContent': 'C.使用GBK编码', 'isCorrect': '-1', 'option': 'C', 'optionValue': '使用GBK编码'}, {'optionContent': 'D.使用iso-8859-2编码', 'isCorrect': '-1', 'option': 'D', 'optionValue': '使用iso-8859-2编码'}]",A。UTF-8（8-bit Unicode Transformation Format）是一种针对Unicode的可变长度字符编码，又称万国码。UTF-8用1到6个字节编码UNICODE字符。用在网页上可以同一页面显示中文简体繁体及其它语言（如英文，日文，韩文）。,A
(单选题)以下关于HTML文档的说法正确的是（）,"[{'optionContent': 'A.HTML是一种动态网页设计语言', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'HTML是一种动态网页设计语言'}, {'optionContent': 'B.HTML文档是编译执行的', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'HTML文档是编译执行的'}, {'optionContent': 'C.HTML是一种超文本标记语言', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'HTML是一种超文本标记语言'}, {'optionContent': 'D.HTML文档中用户可以使用自定义标记', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'HTML文档中用户可以使用自定义标记'}]",HTML 语言是一种脚本语言，不需要编译可直接在浏览器上解释并运行。它是一种超文本标记协议。标签已定，不可自定义,C
(单选题)选出你认为最合理的定义标题的方法。,"[{'optionContent': 'A.<span class=”heading”>文章标题</span>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<span class=”heading”>文章标题</span>'}, {'optionContent': 'B.<p><b>文章标题</b></p>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<p><b>文章标题</b></p>'}, {'optionContent': 'C.<h1>文章标题</h1>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<h1>文章标题</h1>'}, {'optionContent': 'D.<strong>文章标题</strong>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<strong>文章标题</strong>'}]",A是添加了一个类 B是用加粗 C使用标签h1 D是强调,C
(单选题)meta标签可以出现在 () 中,"[{'optionContent': 'A.<head>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<head>'}, {'optionContent': 'B.<body>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<body>'}, {'optionContent': 'C.<title>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<title>'}, {'optionContent': 'D.<link>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<link>'}]",head标签可以包含，title、meta、link、script 等,A
(单选题)通常我们在浏览器内容区看到的内容，都是放入在 () 之间,"[{'optionContent': 'A.<!doctype html>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<!doctype html>'}, {'optionContent': 'B.<html></html>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<html></html>'}, {'optionContent': 'C.<head></head>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<head></head>'}, {'optionContent': 'D.<body></body>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<body></body>'}]",A答案是声明文档类型。 B答案是整个html文件。 C答案是网页标题，在浏览器顶部显示、 D答案是网页的主体部分，即浏览器的内容区域。,D
(单选题)在html规范描述中，哪个是head标签部分里必不可少的元素（ ）,"[{'optionContent': 'A.<meta>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<meta>'}, {'optionContent': 'B.<link>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<link>'}, {'optionContent': 'C.<title>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<title>'}, {'optionContent': 'D.<script>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<script>'}]","下面这些标签可用在 head 部分：,, ,",C
(单选题)在HTML文档中，引用外部样式表的正确位置是？,"[{'optionContent': 'A.文档的末尾', 'isCorrect': '-1', 'option': 'A', 'optionValue': '文档的末尾'}, {'optionContent': 'B.文档的顶部', 'isCorrect': '-1', 'option': 'B', 'optionValue': '文档的顶部'}, {'optionContent': 'C.<body>部分', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<body>部分'}, {'optionContent': 'D.<head>部分', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<head>部分'}]",里存储外部样式,D
(多选题)一份HTML文档有哪几个必须的HTML标签？,"[{'optionContent': 'A.<html>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<html>'}, {'optionContent': 'B.<head>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<head>'}, {'optionContent': 'C.<input>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<input>'}, {'optionContent': 'D.<body>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<body>'}]",这里说的是html文档的结构标准、规范，html、head、body是一个html文档中必须的标签,"A,B,D"
(单选题)默认情况下，使用h1标签会形成什么效果?,"[{'optionContent': 'A.加粗、斜体', 'isCorrect': '-1', 'option': 'A', 'optionValue': '加粗、斜体'}, {'optionContent': 'B.加粗、大号文字', 'isCorrect': '-1', 'option': 'B', 'optionValue': '加粗、大号文字'}, {'optionContent': 'C.正常粗细、正常大小文字', 'isCorrect': '-1', 'option': 'C', 'optionValue': '正常粗细、正常大小文字'}, {'optionContent': 'D.正常粗细、大号文字', 'isCorrect': '-1', 'option': 'D', 'optionValue': '正常粗细、大号文字'}]",加粗、大号文字,B
(单选题)请选择产生粗体字的 HTML 标签：,"[{'optionContent': 'A.<bold>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<bold>'}, {'optionContent': 'B.<bb>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<bb>'}, {'optionContent': 'C.<b>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<b>'}, {'optionContent': 'D.<bld>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<bld>'}]","html语言中加粗的标签有<b>和<strong>,或者使用css设置｛font-weight:bold｝",C
(多选题)下面说法正确的有（）,"[{'optionContent': 'A.P元素不能包含div', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'P元素不能包含div'}, {'optionContent': 'B.Li元素的祖先元素可能是li，但父元素不可能是li', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'Li元素的祖先元素可能是li，但父元素不可能是li'}, {'optionContent': 'C.Domtree的根节点是body元素', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'Domtree的根节点是body元素'}, {'optionContent': 'D.Body内的元素的offsetparent一定存在', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'Body内的元素的offsetparent一定存在'}]","1.p元素内部只能嵌套行内元素，不能嵌套块级元素。A说法正确；
2.li标签可以嵌套<ul><li></li></ul>,但是li标签必须嵌套在ul、ol标签里面。B说法正确；
3.所有元素的根节点都是html元素。C说法错误；
4.offsetparent是相对的意思，Body内的元素，不论怎么嵌套，offsetparent都是一定存在。D说法正确；","A,B,D"
(多选题)下列哪些元素是块级元素：,"[{'optionContent': 'A.div', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'div'}, {'optionContent': 'B.h1', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'h1'}, {'optionContent': 'C.button', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'button'}, {'optionContent': 'D.ul', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'ul'}]",块级元素：div、ul、li、dl、dt、dd、p、h1-h6、blockquote,"A,B,D"
(多选题)下列哪些元素是行内元素：,"[{'optionContent': 'A.span', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'span'}, {'optionContent': 'B.img', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'img'}, {'optionContent': 'C.div', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'div'}, {'optionContent': 'D.p', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'p'}]",行内元素有：a、b、span、img、input、strong、select、label、em、button、textarea,"A,B"
(单选题)下面哪一个标符可以产生一个表行？,"[{'optionContent': 'A.<HR>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<HR>'}, {'optionContent': 'B.<BR>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<BR>'}, {'optionContent': 'C.<TR>\n', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<TR>\n'}, {'optionContent': 'D.<T1>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<T1>'}]",<HR> ：表示一条横线    <BR> :可插入一个简单的换行符   <TR>产生一个表行,C
(单选题)请选出错误的标签,"[{'optionContent': 'A.<p>段落</p>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<p>段落</p>'}, {'optionContent': 'B.<h1>标题</h1>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<h1>标题</h1>'}, {'optionContent': 'C.<blockquote>引用内容</blockquote>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<blockquote>引用内容</blockquote>'}, {'optionContent': 'D.<img src=”http://www.nowcoder.com/”></img>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<img src=”http://www.nowcoder.com/”></img>'}]",img标签不用成对出现,D
(单选题)下面哪一个标符可以产生一个水平线？,"[{'optionContent': 'A.<HR>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<HR>'}, {'optionContent': 'B.<BR>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<BR>'}, {'optionContent': 'C.<TR>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<TR>'}, {'optionContent': 'D.<T1>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<T1>'}]",<HR> ：表示一条横线    <BR> :可插入一个简单的换行符   <TR>产生一个表行,A
(单选题)img标签中的alt属性的作用是,"[{'optionContent': 'A.表示图片的名称', 'isCorrect': '-1', 'option': 'A', 'optionValue': '表示图片的名称'}, {'optionContent': 'B.无实际意义，可有可无', 'isCorrect': '-1', 'option': 'B', 'optionValue': '无实际意义，可有可无'}, {'optionContent': 'C.提供替代图片的信息，使屏幕阅读器能获取到关于图片的信息', 'isCorrect': '-1', 'option': 'C', 'optionValue': '提供替代图片的信息，使屏幕阅读器能获取到关于图片的信息'}, {'optionContent': 'D.等比缩放图片大小', 'isCorrect': '-1', 'option': 'D', 'optionValue': '等比缩放图片大小'}]",alt=“ ”里面放图片的描述信息，有时候网络问题图片显示不出来，可以显示该文字信息替代图片,C
(单选题)img标签中src属性表示,"[{'optionContent': 'A.图片存储的地址', 'isCorrect': '-1', 'option': 'A', 'optionValue': '图片存储的地址'}, {'optionContent': 'B.图片的描述', 'isCorrect': '-1', 'option': 'B', 'optionValue': '图片的描述'}, {'optionContent': 'C.图片的名称', 'isCorrect': '-1', 'option': 'C', 'optionValue': '图片的名称'}, {'optionContent': 'D.图片大小', 'isCorrect': '-1', 'option': 'D', 'optionValue': '图片大小'}]",存放图片地址,A
(单选题)下面哪一个是JSON数据？,"[{'optionContent': 'A.｛name:""xiaoming"",age,""student""｝', 'isCorrect': '-1', 'option': 'A', 'optionValue': '｛name:""xiaoming"",age,""student""｝'}, {'optionContent': 'B.｛""name"":""xiaoming"",""age"":""student""｝', 'isCorrect': '-1', 'option': 'B', 'optionValue': '｛""name"":""xiaoming"",""age"":""student""｝'}, {'optionContent': 'C.｛""xiaoming"",""student""｝', 'isCorrect': '-1', 'option': 'C', 'optionValue': '｛""xiaoming"",""student""｝'}, {'optionContent': 'D.[""xiaoming"",""student""]', 'isCorrect': '-1', 'option': 'D', 'optionValue': '[""xiaoming"",""student""]'}]",json中key也是个字符串，要加引号。 key和value之间是用：号连接 即key:value,B
"(单选题)在jQuery中，有以下代码：  
$("".btn"").click(function() {     
	var json = 
		[                  
			{ ""S_Name"": ""周颜"", ""S_Sex"": ""男"" },                 
			{ ""S_Name"": ""周颖"", ""S_Sex"": ""女"" }                
		];      
	$.each(json, function(index, s) { 
		//语句1
		alert(s.S_Name + "","" + s.S_Sex);		    
	}); 
});  
以下说法正确的是（ ）。","[{'optionContent': 'A.此代码不会正常运行', 'isCorrect': '-1', 'option': 'A', 'optionValue': '此代码不会正常运行'}, {'optionContent': 'B.语句1会被执行1次', 'isCorrect': '-1', 'option': 'B', 'optionValue': '语句1会被执行1次'}, {'optionContent': 'C.语句1会被执行2次', 'isCorrect': '-1', 'option': 'C', 'optionValue': '语句1会被执行2次'}, {'optionContent': 'D.$.each()函数的用法有误', 'isCorrect': '-1', 'option': 'D', 'optionValue': '$.each()函数的用法有误'}]",此题目考查的是jQuery函数 代码可以正常运行，$.each函数会对json进行遍历，且语句1会被执行2次 C选项正确,C
(多选题)下面对于 JSON 描述正确是 （ ）,"[{'optionContent': 'A.JSON 使用 JavaScript 语法来描述数据对象', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'JSON 使用 JavaScript 语法来描述数据对象'}, {'optionContent': 'B.JSON 是轻量级的文本数据交换格式', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'JSON 是轻量级的文本数据交换格式'}, {'optionContent': 'C.JSON 独立于语言、平台', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'JSON 独立于语言、平台'}, {'optionContent': 'D.JSON 具有自我描述性，更易理解', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'JSON 具有自我描述性，更易理解'}]","JSON 是使用 JavaScript 语法来描述数据对象。 它是轻量级的文本数据交换格式，独立于语言和平台,JSON 解析器和 JSON 库支持许多不同的编程语言。 它具有自我描述性。 选项ABCD都正确","A,B,C,D"
"(单选题)HTML代码:
<form>
<label>Name:</label>
<input name=""name""/>
<fieldset>
<label>Newsletter:</label>
<input name=""newsletter""/>
</fieldset>
</form>
<input name=""none""/>
jQuery代码:
$(""form ~ input"")
执行jQuery代码后的结果是（ ）","[{'optionContent': 'A.<input name=""name""/>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<input name=""name""/>'}, {'optionContent': 'B.<input name=""newsletter""/>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<input name=""newsletter""/>'}, {'optionContent': 'C.<input name=""none""/>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<input name=""none""/>'}, {'optionContent': 'D.<label>Newsletter:</label>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<label>Newsletter:</label>'}]","""form ~ input""选择器是匹配所有与表单 form 同辈的 input 元素。 选项C正确",C
"(单选题)HTML代码:
<input name=""man-news""/>
<input name=""milkman""/>
<input name=""letterman2""/>
<input name=""newmilk""/>
jQuery代码:
$(""input[name*='man']"")
jQuery代码执行后的结果是（ ）","[{'optionContent': 'A.<input name=""man-news""/>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<input name=""man-news""/>'}, {'optionContent': 'B.<input name=""milkman""/>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<input name=""milkman""/>'}, {'optionContent': 'C.<input name=""letterman2""/>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<input name=""letterman2""/>'}, {'optionContent': 'D.<input name=""man-news""/>,<input name=""milkman""/>,<input name=""letterman2""/>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<input name=""man-news""/>,<input name=""milkman""/>,<input name=""letterman2""/>'}]","""[attribute*=value]""选择器表示匹配给定的属性是以包含某些值的元素，其中参数attribute和value都是String类型，value参数可选。 本题中""input[name*='man']""表示匹配所有 name 属性值中包含 'man' 的 input 元素。 选项D正确",D
